,id,Resource Name,Launch URL,Launch URL Languge,Organisation Name,Launch URL Date,Resources Offered,Access Method,Operating Hours,Freeform Address,Postcode,State/WP,City,GPS Plus Code,Contact Method(s),Contact Number(s),Latest Social Media Post URL,Latest Social Media Post Date,Imported by User,Info Source,Import Batch Name,Import Date,GPS Latitude,GPS Longitude,Resource End Date,Contact Name,Religious,Any Other Limits?,Access Method Other,Donations Bank Info,Donations Accepted,Freeform Notes Misc,Resource Freeform Notes,Other Contact Details,Contact Freeform Info,Must Contact First,Quantity Limits,Other Limits Details,Unique Identifier(RL),Import Status,Covers Area?,Donations Accepted Other,Estimated Supply Levels,Launch Freeform Text,Government Funded,Inactive?,Resources Offered Other,Launch URL Language Other,createdTime
211,recmnYou7fQKCOJ4Q,Parcelhub Kuala Rompin,https://www.facebook.com/parcelhubrompin/?hc_ref=ARRRmUChY8CIM-DjgYQanordXwyQKCL-qZEUDGIromR43wO7QPfWchZMA3sC1W1qci8&ref=nf_target&__tn__=kCH-R,['Malay'],Parcelhub,2021-07-06,['General Supplies'],['Self-Service'],Mon-Sat 9am-5pm,"No. 46, Jalan Pasar, Bandar Baru",26800.0,Pahang,Kuala Rompin,"QFXP+GF Kuala Rompin, Pahang",['Call'], 019-925-5698,https://www.facebook.com/parcelhubrompin/?hc_ref=ARRRmUChY8CIM-DjgYQanordXwyQKCL-qZEUDGIromR43wO7QPfWchZMA3sC1W1qci8&ref=nf_target&__tn__=kCH-R,2021-07-06,Solari,Social Media Post,Initial Import,2021-07-13T07:22:40.000Z,2.7988125,103.4861875,,,,,,,['Dry Goods'],,,,,,3 items/person,,,,,,,,,,,,2021-07-13T07:22:40.000Z
212,recMDkBj6ARHr1ku4,Gerobok Rezeki Foodbank Kelantan,https://www.facebook.com/PasarMiniProudakMuslim/posts/369986874540685?__tn__=-R,['Malay'],KO-Q Mart,2021-06-14,"['General Supplies', 'Supply Packs']","['Self-Service', 'Home Delivery']","Daily, 8am-7pm",PT 1709 Taman Arif kok lanas,16450.0,Kelantan,Ketereh,"W6GW+G4 Ketereh, Kelantan",['Call'],"014-390-9676,016-957-7979",https://www.facebook.com/PasarMiniProudakMuslim/posts/369986874540685?__tn__=-R,2021-07-08,Solari,Social Media Post,Initial Import,2021-07-13T07:54:08.000Z,5.9263125,102.2453125,,,,,,,['Funding'],,Seems like they deliver to senior citizens houses (those who can't travel).,,,,,,,,,,1.0,,,,,,2021-07-13T07:54:08.000Z
213,recD9i7CpwkXE5BRO,Foodbank BAITUL RIZQ MASJID AYESHA,https://www.facebook.com/MasjidAyesha2014/posts/1853188198187839/,['Malay'],Masjid Ayesha,2021-06-15,['General Supplies'],['Self-Service'],"Daily, unspecified timing ","Jalan Mahligai - Kok Lanas, Kok Lanas",16450.0,Kelantan,Kota Bahru,"W68V+FV Kok Lanas, Ketereh, Kelantan",['Call'],"013-935-4318,019-988-7852",https://www.facebook.com/MasjidAyesha2014/posts/1853188198187839/,2021-07-07,Solari,Social Media Post,Initial Import,2021-07-13T08:28:52.000Z,5.9161874999999995,102.2446875,2021-06-30,Tuan Mansor,Muslim,['One-Off Offer'],,03030001843719,['Funding'],"Foodbank until 30th June 2021. Unsure if foodbank still exist as of 13th July 2021. 
However, on 10th July 2021, they did a one-off package (including cash) to 49 families. ",Food bank available until 30th June. One -off package on and off. ,,,,3 items/person,,,,,,,,,,,,2021-07-13T08:28:52.000Z
214,recHM2o9kcIbDvOrE,Subway Caltex Foodbank Ulu Tiram JB,https://www.facebook.com/SubwayCaltexPelangiIndahJB/posts/1700755600312413?__tn__=-R,"['Mandarin', 'Malay']",Subway,2021-07-05,['General Supplies'],['Self-Service'],Daily 8am-8pm,"ot-88070, Persiaran Pelangi Indah, Tmn Pelangi Indah",81800.0,Johor,Ulu Tiram,"HR92+W5 Ulu Tiram, Johor",['Call'], 019-997-3222,https://www.facebook.com/SubwayCaltexPelangiIndahJB/posts/1700755600312413?__tn__=-R,2021-07-13,Solari,Social Media Post,Initial Import,2021-07-13T08:46:35.000Z,1.5698124999999998,103.8004375,,,,,,,['Dry Goods'],"Called on 13th July 2021, still running strong, restock every morning. ",,,,,3 items/person,,,,,,1.0,,,,,,2021-07-13T08:46:35.000Z
215,recQAbXxdr4N4uamC,Foodbank Johor Jaya,https://business.facebook.com/NiceJOHORJAYA/posts/847898072812102?__tn__=-R,['Mandarin'],Nice Vision Optic,2021-07-02,"['General Supplies', 'Other']",['Self-Service'],"Daily, 10am-7pm","32,JALAN DEDAP 4",81100.0,Johor,TAMAN JOHOR JAYA,"GRR3+7P Johor Bahru, Johor",['Call'],014-315-3413,https://business.facebook.com/NiceJOHORJAYA/posts/847898072812102?__tn__=-R,2021-07-02,Solari,Social Media Post,Initial Import,2021-07-13T09:24:15.000Z,1.5406875,103.8043125,,Caman Tee,,,,,['Dry Goods'],,,,,,,,,,,,,,,,Sanitary Pads,,2021-07-13T09:24:15.000Z
216,recR547T8CpwZXoSM,Foodbank Dental Southkey Johor,https://www.facebook.com/drsharonleesl/posts/893342184548823,"['Mandarin', 'English', 'Malay']",Klinik Pergigian Summer Dental,2021-07-02,['General Supplies'],['Self-Service'],Daily 9am-7pm,"No 01-08, Block F, Komersil SouthKey Mozek, Persiaran Southkey 1, Kota Southkey",80150.0,Johor, Johor Bahru,"FQWG+MH Johor Bahru, Johor",['Call'],011-5000 3388,https://www.facebook.com/drsharonleesl/posts/893342184548823,2021-07-08,Solari,Social Media Post,Initial Import,2021-07-13T09:40:22.000Z,1.4966875,103.7764375,,,,,,,['Dry Goods'],,,,,,,,,,,,,,,,,,2021-07-13T09:40:22.000Z
217,rec9yP9QoNDaynhWj,Foodbank Parcelhub Gelang Patah Johor,https://www.facebook.com/parcelhubgp/posts/117189167273168,"['Mandarin', 'English', 'Malay']",ParcelHub,2021-07-01,['General Supplies'],['Self-Service'],Daily 10am-7pm,"44, Jalan Nusaria 11/4, Taman Nusantara",81550.0,Johor,Gelang Patah,"FH5M+FG Gelang Patah, Johor",['Call'],019-728-8762,https://www.facebook.com/parcelhubgp/posts/118770710448347,2021-07-05,Solari,Social Media Post,Initial Import,2021-07-13T09:51:06.000Z,1.4586875,103.5838125,,,,,,,['Dry Goods'],,,,,,,,,,,,,,,,,,2021-07-13T09:51:06.000Z
218,reclks7FhrvQlGvhq,Foodbank Snailer Express Johor Jaya ,https://www.facebook.com/umpmalaysia98/photos/pcb.271970141397437/271969024730882,"['Mandarin', 'Malay']",Snailer Express Johor Jaya,2021-07-10,['General Supplies'],['Self-Service'],Mon-Sat 9.30am-7pm,"No 25, Jalan Ros Merah 2/1, Johor Jaya",81100.0,Johor,Johor Bahru,"GQPV+3H Johor Bahru, Johor",['Call'],011-1183-3678,https://www.facebook.com/umpmalaysia98/photos/pcb.271970141397437/271969024730882,2021-07-10,Solari,Social Media Post,Initial Import,2021-07-13T11:40:12.000Z,1.5351875,103.7939375,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-13T11:40:12.000Z
219,recVeq4pHUpUQiy7V,Food Provider (Call for help),https://www.facebook.com/photo?fbid=10158380244656478&set=a.10158379320476478,['Malay'],Masjid Pulau Indah Johor,2021-06-28,['Supply Packs'],['Home Delivery'],24h,"Masjid Taman Pulai Indah,Taman Pulai Indah",81300.0,Johor,Johor Bahru,"GHQM+73 Johor Bahru, Johor",['Call'],"0197170060,0197570015",https://www.facebook.com/MasjidPulaiIndah/posts/1958223544331881,2021-07-03,Solari,Social Media Post,Initial Import,2021-07-13T12:09:10.000Z,1.5381874999999998,103.5826875,,"HJ ABU BAKAR, En Maznan",Muslim,,,,,Provides assistance to all (refer to latest post). ,,,,True,,,,,,,,,,,,,2021-07-13T12:09:10.000Z
220,reco5LSLk2BEo5cy7,Farm Fresh Rak Rezeki & Penghantaraan Barang Skudai Johor,https://www.facebook.com/photo/?fbid=10158387103186478&set=a.10158379320476478,['Malay'],Farm Fresh Johor,2021-07-03,"['Supply Packs', 'General Supplies']","['Home Delivery', 'Self-Service']",Mon-Fri 9am-10pm,"47, JALAN PULAI MUTIARA 4/10 TAMAN PULAI MUTIRA",81300.0,Johor, Johor Bahru,"GHGM+46 Johor Bahru, Johor",['Call'],011-2050-6154,https://www.facebook.com/farmfreshjaybee/posts/1425710834495428,2021-07-09,Solari,Social Media Post,Initial Import,2021-07-13T12:22:16.000Z,1.5253125,103.5830625,,Nurul,,,,,,,,,,True,,,,,,,,,,,,,2021-07-13T12:22:16.000Z
221,recmO3TpWAGHLFwTx,Waterlain Coin Laundry Foodbank Masai,https://www.facebook.com/waterlandcoinlaundryservices/photos/a.315734975276656/1755272967989509/?type=3&theater,"['Malay', 'Mandarin']",Waterland Coin Laundry,2021-07-03,['General Supplies'],['Self-Service'],24h,40，Jalan Suria 2,81750.0,Johor,Masai,"FVWF+5J Masai, Johor",['Call'],017-792-8808,https://www.facebook.com/waterlandcoinlaundryservices/photos/a.315734975276656/1755727641277375/?type=3&theater,2021-07-03,Solari,Social Media Post,Initial Import,2021-07-13T12:56:35.000Z,1.4954375,103.8740625,,,,,,,,,,,,True,Take as needed but not all!,,,,,,,,,,,,2021-07-13T12:56:35.000Z
222,recJOATCsQ5qydAEc,Gerobok Rezeki at Surau Nur Bestari,https://www.facebook.com/321568811369151/photos/a.1469147009944653/1724591291066889/,['Malay'],Persatuan Kebajikan Ummah,2021-07-02,['General Supplies'],['Self-Service'],24h,"3, Taman Nusa Bestari Jaya",81300.0,Johor,Skudai,"GM22+GQ Skudai, Johor","['WhatsApp', 'Call']",013-737-7456,https://www.facebook.com/persatuankebajikan.ummah/posts/3827638964013598,2021-07-12,Solari,Social Media Post,Initial Import,2021-07-13T14:17:45.000Z,1.5013125,103.6519375,,,Muslim,,,8601565296,['Funding'],,,,,,,,,,,,1.0,,,,,,2021-07-13T14:17:45.000Z
223,recptoA3Ujp3VXDAg,Gerobok Rezeki at Surau Darul Akhirah,https://www.facebook.com/321568811369151/photos/a.1469147009944653/1724591291066889/,['Malay'],Persatuan Kebajikan Ummah,2021-07-02,['General Supplies'],['Self-Service'],24h,"Flat Larkin, Larkin",80350.0,Johor,Johor Bahru,"FPXV+QF Johor Bahru, Johor",,,https://www.facebook.com/persatuankebajikan.ummah/posts/3827638964013598,2021-07-12,Solari,Social Media Post,Initial Import,2021-07-13T14:24:02.000Z,1.4994375,103.7436875,,,Muslim,,,8601565296 CIMB,['Funding'],Persatuan Kebajikan Ummah provides one-off supplies occasionally. https://www.facebook.com/persatuankebajikan.ummah/posts/3829908707119957,,,,,,,,,,,1.0,,,,,,2021-07-13T14:24:02.000Z
224,rec0OUNBmylpAKAms,Gerobok Rezeki at Surau Al-Amin Taman Seroja,https://www.facebook.com/321568811369151/photos/a.1469147009944653/1724591291066889/,['Malay'],Persatuan Kebajikan Ummah,2021-07-02,['General Supplies'],['Self-Service'],24h,Jalan Gajus,81200.0,Johor,Johor Bahru,"GM4X+CV Johor Bahru, Johor","['WhatsApp', 'Call']",013-737-7456,https://www.facebook.com/persatuankebajikan.ummah/posts/3829908707119957,2021-07-12,Solari,Social Media Post,Initial Import,2021-07-13T14:34:51.000Z,1.5060625,103.6996875,,,Muslim,,,8601565296 CIMB,['Funding'],,,,,,,,,,,,1.0,,,,,,2021-07-13T14:34:51.000Z
225,rec1a5piO229279M4,Gerobok Rezeki at Surau Ramaniah ,https://www.facebook.com/321568811369151/photos/a.1469147009944653/1724591291066889/,['Malay'],Persatuan Kebajikan Ummah,2021-07-02,['General Supplies'],['Self-Service'],24h,"69, Jalan Camar 3, Taman Perling",81200.0,Johor,Johor Bahru,"GM2H+2Q Johor Bahru, Johor",['WhatsApp'],013-737-7456,https://www.facebook.com/persatuankebajikan.ummah/posts/3827638964013598,2021-07-12,Solari,Social Media Post,Initial Import,2021-07-13T14:38:05.000Z,1.5000624999999999,103.6794375,,,Muslim,,,8601565296 CIMB,['Funding'],,,,,,,,,,,,1.0,,,,,,2021-07-13T14:38:05.000Z
226,rec2R43KtQVUGtTcs,JoJoe Foodbank Skudai Johor,https://www.facebook.com/groups/eat.whereveruare/permalink/4156797421106360/,['Mandarin'],JoJoe Mixed Rice,2021-07-01,,,,"51, Jalan Kebudayaan 16, Taman Universiti",81300.0,Johor,Skudai,"GJQJ+V9 Skudai, Johor",['Call'],014-987-0189 ,https://www.facebook.com/groups/eat.whereveruare/permalink/4156797421106360/,2021-07-01,Solari,Social Media Post,Initial Import,2021-07-13T14:48:58.000Z,1.5396874999999999,103.6309375,,,,,,,,No socmed info anywhere except for the facebook link by someone stating that JoJoe provides food. Basically clueless except for location. ,,,,,,,,,,,,,,,,,2021-07-13T14:48:58.000Z
227,recrxROf6aNGX0b4v,Gerobok Infaq BHP Kg Chicha Kelantan,https://www.facebook.com/bhpkgchicha/posts/1381068158913658,['Malay'],BHPetrol,2021-04-29,['General Supplies'],['Self-Service'],Daily 9am-8pm,"1422, Laluan Persekutuan 3, ",16150.0,Kelantan,Kota Bahru,"37GH+W4 Kota Bharu, Kelantan",['Call'],09-764-8500,https://www.facebook.com/bhpkgchicha/photos/a.848542815499531/1430940870593053/?type=3&theater,2021-06-05,Solari,Social Media Post,Initial Import,2021-07-13T15:03:54.000Z,6.0773125000000014,102.2778125,,,,,,,,Need to check stock. ,,,,,,,,,,,,,,,,,2021-07-13T15:03:54.000Z
228,reciMalFJjGbQecdZ,Gerobok Rezeki di Pejabat Penggawa Daerah Kota,https://www.facebook.com/story.php?story_fbid=1333663100361381&id=100011531112841,['Malay'],Pejabat Penggawa Daerah Kota,2021-06-30,['General Supplies'],['Self-Service'],Sun-Thurs 9am-4pm,"3207, Jalan Kakaktua, Taman Guru",15100.0,Kelantan,Kota Bahru,"36XM+5P Kota Bharu, Kelantan",['Call'],"0139218984,0179060321,01117659206,0139355126",https://www.facebook.com/story.php?story_fbid=1333663100361381&id=100011531112841,2021-06-30,Solari,Social Media Post,Initial Import,2021-07-13T15:22:06.000Z,6.0979375,102.2343125,,En. Faizal,,['Region Locked'],,,,No idea about stock availability. ,"Beras, Tepung, Minyak Masak, Telur, Gula, Susu, Biskut",,,,,,,,,,,,,,,,2021-07-13T15:22:06.000Z
229,recpNdzTuyotSUII0,Kaki Lelong Foodbank Port Dickson,https://www.instagram.com/p/CK0cWfas5lo/?utm_source=ig_web_copy_link,"['Malay', 'English']",N/A,2021-02-03,['General Supplies'],"['Self-Service', 'Home Delivery']",,"396, Jalan Pantai, Taman Happy",71000.0,Negeri Sembilan,Port Dickson,"GRG5+8Q Port Dickson, Negeri Sembilan",['Call'],"017-323-4033,06-646-3358",https://www.instagram.com/p/CK0cWfas5lo/?utm_source=ig_web_copy_link,2021-02-03,Solari,Social Media Post,Initial Import,2021-07-13T15:55:50.000Z,2.5258125,101.8094375,,Praviin Anandaraman,,['Region Locked'],,,,Need update on current status. ,,,,True,,,,,,,,,,,,,2021-07-13T15:55:50.000Z
230,recMFJk2pt4KXwy7s,Hitech Frontier Foodbank Port Dickson,https://www.instagram.com/p/CKx_EbVMRoQ/,['Malay'],N/A,2021-02-02,['General Supplies'],"['Self-Service', 'Home Delivery']",,"62, Taman Orkid Batu 9, Jalan Pantai",71050.0,Negeri Sembilan," Teluk Kemang, Port Dickson.","CVM7+P8 Port Dickson, Negeri Sembilan",['Call'],"017-323-4033,06-662-6641",https://www.instagram.com/p/CKx_EbVMRoQ/,2021-02-02,Solari,Social Media Post,Initial Import,2021-07-13T16:03:08.000Z,2.4343125,101.8633125,,Praviin,,['Region Locked'],,,,Needs update on current status of foodbank. ,,,,True,,,,,,,,,,,,,2021-07-13T16:03:08.000Z
231,recVbVb5RBUrEpCt8,Sanitary Pad Bank Port Dickson,https://www.instagram.com/p/CPc691rhIVo/,['Malay'],N/A,2021-05-29,['Other'],['Self-Service'],,"396, Jalan Pantai, Taman Happy",71000.0,Negeri Sembilan,Port Dickson,"GRG5+8Q Port Dickson, Negeri Sembilan",['Call'],"017-323-4033,06-646-3358",https://www.instagram.com/p/CPc691rhIVo/,2021-05-29,Solari,Social Media Post,Initial Import,2021-07-13T16:25:33.000Z,2.5258125,101.8094375,,Mr. Praviin,,['Region Locked'],,,,"Person-in-charge did not leave contact info but her friend did, Mr. Praviin - 017-323-4033",Sanitary Pads,,Person incharge of the Sanitary Pad Bank did not provide contact info. Mr. Praviin is the person responsible for the Food bank at the location and is friends with the PIC of the sanitary pad bank. ,,,,,,,,,,,,"Sanitary Pads, Tuala Wanita",,2021-07-13T16:25:33.000Z
232,recHZQf02S7aibgsT,Padangs on Wheels Subang Bestari Foodbank ,https://www.facebook.com/259606057723010/photos/a.445237812493166/1485858318431105/,,Padangs On Wheels / Nainikifli Sdn. Bhd.?,2021-07-12,['General Supplies'],['Self-Service'],Tues- Sunday 8am-7pm,,,,,"5GGW+9P Shah Alam, Selangor","['FB Message', 'Instagram DM']",,https://www.facebook.com/259606057723010/photos/a.445237812493166/1485858318431105/,2021-07-13,starlightstarrynight,Social Media Post,Initial Import,2021-07-13T08:04:30.000Z,3.1759375,101.5468125,,,,,, MBB 562106637063 Nainikifli Sdn Bhd (ref FoodBank),"['Funding', 'Dry Goods', 'Fresh Goods']",,,@pownusantara,,,,,,,,,,,,,,,2021-07-13T08:04:30.000Z
233,reciLd120gw2cvV14,Padangs On Wheels Shah Alam Foodbank,https://www.facebook.com/259606057723010/photos/a.445237812493166/1485858318431105/?type=3&theater,['Malay'],Padangs On Wheels / Nainikifli Sdn. Bhd.?,2021-07-12,,['Self-Service'],Tues-Sunday 8am-7pm,,,,,"3GJR+F2 Shah Alam, Selangor","['FB Message', 'Instagram DM']",,https://www.facebook.com/259606057723010/photos/a.445237812493166/1485858318431105/?type=3&theater,2021-07-13,starlightstarrynight,Social Media Post,Initial Import,2021-07-13T08:14:55.000Z,3.0811875,101.5400625,,,,,, MBB 562106637063 Nainikifli Sdn Bhd (ref FoodBank),"['Funding', 'Dry Goods', 'Fresh Goods']",,,@pownusantara,,,,,,,,,,,,,,,2021-07-13T08:14:55.000Z
234,recRMkGS8EjiTDr6L,Restaurant Mou Dek Ding,https://m.facebook.com/story.php?story_fbid=320386976406494&id=105903107854883,['Mandarin'],Restaurant Mou Dek Ding,2021-07-01,['General Supplies'],['Self-Service'],8am-8pm,"25, Jalan USJ 10/1c, Taipan, Subang Jaya",47620.0,Selangor,Subang Jaya,"2HXM+7Q Subang Jaya, Selangor, Malaysia",['Call'],016-2889021,https://www.facebook.com/permalink.php?story_fbid=325884445856747&id=105903107854883,2021-07-09,TFH,Social Media Post,Initial Import,2021-07-11T16:21:33.000Z,3.0481875,101.5844375,,,,,,,"['Fresh Goods', 'Dry Goods']",,,,,,3 items/person,,,,,,,,,,,,2021-07-11T16:21:33.000Z
235,recIRKCeedPQ9EMT2,Koperasi Masjid Al Falah,https://www.facebook.com/kkmafusj9/posts/4312735978770311,['Malay'],Koperasi Masjid Al Falah,2021-06-08,['General Supplies'],"['Arrange Pickup', 'Home Delivery']",5.30am-10.00am,"Jalan USJ 9/5j, Subang Jaya",47620.0,Selangor,Subang Jaya,"2HWP+3V Subang Jaya, Selangor",['Call'],"016-2889021, 03-58805363",https://www.facebook.com/kkmafusj9,2021-07-10,TFH,Social Media Post,Initial Import,2021-07-11T16:35:48.000Z,3.0451875,101.5871875,,"016-2889021 (Tina Wardi), 03-58805363 (Aisyah)",Muslim,,,,"['Fresh Goods', 'Dry Goods', 'Other']","Delivery option unsure and area not specified
",,,,True,,,,,,"diapers, baby milk powder",,,,,,,2021-07-11T16:35:48.000Z
236,recs79KdAFQdnLkz4,Saiful Nizam and friends,https://www.facebook.com/groups/uepsubangjaya/permalink/1815991368572378/,['Malay'],Saiful Nizam and friends,2021-06-07,['General Supplies'],"['Arrange Pickup', 'Home Delivery']",,"USJ 9/3K, Subang Jaya",47620.0,Selangor,Subang Jaya,"2HVM+3J Subang Jaya, Selangor","['Call', 'WhatsApp']",017-2877487,,,TFH,Social Media Post,Initial Import,2021-07-11T16:40:45.000Z,3.0426875,101.5840625,,Nizam,,,,,,"Delivery available in nearby areas
",,,,True,,,,,,,,,,,,,2021-07-11T16:40:45.000Z
237,recWInesIKjuiyacT,J&T Express USJ 1,https://www.facebook.com/SubangJayaPetaling/posts/1128408174336315,"['Mandarin', 'English']",J&T Express USJ 1,2021-07-04,['General Supplies'],['Self-Service'],8am-8pm,"No.33 Jalan USJ 1/1A, Regalia Business Centre, Subang Jaya",47620.0,Selangor,Subang Jaya,"3J44+26 Subang Jaya, Selangor",['Call'],019-799 4495,,,TFH,Social Media Post,Initial Import,2021-07-11T16:53:29.000Z,3.0550625,101.6055625,,,,,,,"['Dry Goods', 'Fresh Goods']",,,,,,,,,,,,,,,,,,2021-07-11T16:53:29.000Z
238,recIKLdouBFGUJywg,Hotel Sentral Food Bank,https://www.facebook.com/194554012560/posts/10158937594057561/,"['English', 'Malay', 'Mandarin', 'Tamil']",Hotel Sentral Kuala Lumpur,2021-06-15,['General Supplies'],"['Arrange Pickup', 'Online Only']",,"30-6, Jalan Thambipillay, Brickfields, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",50470.0,Kuala Lumpur,Kuala Lumpur ,"4MJQ+MM Kuala Lumpur, Federal Territory of Kuala Lumpur","['Call', 'Email']",+60 16-696 9267 ,https://www.instagram.com/HotelSentral/?fbclid=IwAR3RlT6QTRxXnb1ylIDxiloGPGzQAEZ-C6_1vQ8bwABzgz95qjVqNfQeUG0,2021-07-06,TFH,Social Media Post,Initial Import,2021-07-12T09:57:25.000Z,3.1316875,101.6891875,,Annie Foo,,"['Registration Required', 'Intermittent Offer', 'ID/Photo Required']",,,"['Dry Goods', 'Fresh Goods']",,,anniefwy@wazliangroup.com,,,,,,,,,,,,,,,2021-07-12T09:57:25.000Z
239,recByV745FYZxwy9B,Food aid by Cycle Teh (M) Sdn Bhd,https://m.facebook.com/story.php?story_fbid=4216501541740722&id=160037027387214,"['Malay', 'Mandarin']",Cycle Teh (M) Sdn Bhd,2021-07-01,['General Supplies'],['Self-Service'],"10am-6pm, Mon-Sat","P4, 4 1/4, Jalan Sultan Azlan Shah, Jalan Ipoh, Kuala Lumpur, Federal Territory of Kuala Lumpur",51200.0,Kuala Lumpur,Kuala Lumpur,"5MXH+96 Kuala Lumpur, Federal Territory of Kuala Lumpur",['Call'],013-356 0202,https://www.facebook.com/cycleteh/posts/4239010916156451,2021-07-09,TFH,Social Media Post,Initial Import,2021-07-12T10:06:50.000Z,3.1984375,101.6780625,,,,,,,"['Dry Goods', 'Fresh Goods']",,,,,,,,,,,,,,,,,,2021-07-12T10:06:50.000Z
240,recG7fZHzdJkes9dc,Food bank at Hearing Clinic,https://www.facebook.com/ccm.news/photos/a.499877796786362/4104064033034369/,['English'],Council of Churches of Malaysia,2021-07-05,['General Supplies'],['Self-Service'],"11am-5pm, Mon-Fri","No.26, Jln Universiti, Petaling Jaya, Selangor",46200.0,Selangor,Petaling Jaya,"4M62+WC Petaling Jaya, Selangor","['WhatsApp', 'Call']","0123062726 (Whatsapp), 0374993058 (Call)",https://www.facebook.com/ccm.news/posts/4117908738316565,2021-07-10,TFH,Social Media Post,Initial Import,2021-07-12T11:15:51.000Z,3.1123125,101.6510625,2021-07-16,,Christian,,,,"['Dry Goods', 'Fresh Goods']",,,,,,50 pax/day,,,,,,,,,,,,2021-07-12T11:15:51.000Z
241,recWG6vI3WDRLDn62,Food bank by EE Pharmacy,https://m.facebook.com/story.php?story_fbid=303778684764754&id=107042771105014,['English'],EE Pharmacy,2021-06-29,['General Supplies'],['Self-Service'],"9am-9pm, Mon-Sat","No.8-G, Jalan Pahat G 15/G, Seksyen 15, Shah Alam, Selangor",40200.0,Selangor,Shah Alam,"3G7G+G4 Shah Alam, Selangor",['Call'],03-5885 4096,https://www.facebook.com/eepharmacy2017/posts/310174574125165,2021-07-09,TFH,Social Media Post,Initial Import,2021-07-12T13:03:36.000Z,3.0638125,101.5253125,,,,,,,"['Dry Goods', 'Fresh Goods']",,,,,True,,,,,,,,,,,,,2021-07-12T13:03:36.000Z
242,recMQUCKiMgnw9uVP,Food Bank by All Time Fresh Supply Sdn Bhd,https://m.facebook.com/story.php?story_fbid=333394214984957&id=101758221481892,['Mandarin'],All Time Fresh Supply Sdn Bhd,2021-07-01,['Fresh Supplies'],['Self-Service'],"10am-5pm, Monday-Friday","23, Jalan Bulan U5/BR, Bandar Pinggiran Subang, Shah Alam, Selangor",40150.0,Selangor,Shah Alam,"5G7X+FM Shah Alam, Selangor",['Call'],016-222 6960,,,TFH,Social Media Post,Initial Import,2021-07-12T13:09:50.000Z,3.1636875,101.5491875,,,,,,,,,Fresh vegetables only ,,,,,,,,,,,,,,,,2021-07-12T13:09:50.000Z
243,recImjXQnrL9CA1b2,Food bank at COSMOS 165 Pharmacy Denai Alam,https://twitter.com/vonlibertad/status/1411303785012469762?s=20,['Malay'],COSMOS 165 Pharmacy Denai Alam,2021-07-03,['General Supplies'],['Self-Service'],"10am-8pm, Mon-Sun","9-1, Jalan Elektron D U16/D, Denai Alam, Shah Alam, Selangor",40160.0,Selangor,Shah Alam,"5G66+QM Shah Alam, Selangor",['Call'],+60 3-6732 3882,,,TFH,Social Media Post,Initial Import,2021-07-12T13:24:46.000Z,3.1619375,101.5116875,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-12T13:24:46.000Z
244,recMqn8TmoIy3Wh7x,Food bank at Ready To Cook Grocer,https://twitter.com/vonlibertad/status/1411303785012469762?s=20,['Malay'],Ready To Cook Grocer,2021-07-04,['General Supplies'],['Self-Service'],"9am-8pm, Mon-Sun","M U16/M 9-G, Jln Elektron U16/E, Denai Alam, Shah Alam, Selangor",40160.0,Selangor,Shah Alam,"5G77+FV Shah Alam, Selangor",['Call'],+60133108534,,,TFH,Social Media Post,Initial Import,2021-07-12T13:27:55.000Z,3.1636875,101.5146875,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-12T13:27:55.000Z
245,recBQzPoZgccgNIGf,Food bank at Fruity Grocer (Denai Alam),https://twitter.com/vonlibertad/status/1411303785012469762?s=20,['Malay'],Fruity Grocer (Denai Alam),2021-07-04,,['Self-Service'],"8.00am-7.30pm, Mon-Sun","U16, No. 23-1, Jalan Elektron EU16/E Seksyen, Denai Alam, Shah Alam, Selangor",40160.0,Selangor,Shah Alam,"5G67+M2 Shah Alam, Selangor",,,,,TFH,Social Media Post,Initial Import,2021-07-12T13:30:56.000Z,3.1616875,101.5125625,,+60162209207,,,,,,,,,,,,,,,,,,,,,,,2021-07-12T13:30:56.000Z
246,recEqAQnl0H0lr65W,Food bank by Thai Mama,https://www.facebook.com/106042261196863/posts/347182470416173/,['Mandarin'],Thai Mama,2021-07-01,['General Supplies'],['Self-Service'],"10am-10pm, Tuesday-Sunday","26, Jalan 20/16a, Taman Paramount, Petaling Jaya, Selangor",46300.0,Selangor,Petaling Jaya,"4J4F+VW Petaling Jaya, Selangor",['WhatsApp'],"+60 16-322 3675, +60 16-331 1611",https://www.facebook.com/thaimamahomecook/,2021-07-04,TFH,Social Media Post,Initial Import,2021-07-12T16:02:05.000Z,3.1071875,101.6248125,,,,,,,"['Dry Goods', 'Fresh Goods']",,,,,,,,,,,,,,,,,,2021-07-12T16:02:05.000Z
